Student_ID,Subject_ID,Score
1260,1,47.0
1260,2,87.0
1260,3,66.0
1260,4,61.0
1260,5,76.0
1260,6,66.0
1261,1,96.0
1261,2,68.0
1261,3,42.0
1261,4,83.0
1261,5,52.0
1261,6,84.0
1262,1,49.0
1262,2,75.0
1262,3,48.0
1262,4,93.0
1262,5,95.0
1262,6,94.0
1263,1,66.0
1263,2,73.0
1263,3,90.0
1263,4,40.0
1263,5,71.0
1263,6,64.0
1264,1,68.0
1264,2,46.0
1264,3,88.0
1264,4,42.0
1264,5,59.0
1264,6,59.0
1265,1,92.0
1265,2,69.0
1265,3,74.0
1265,4,74.0
1265,5,88.0
1265,6,78.0
1266,1,66.0
1266,2,65.0
1266,3,53.0
1266,4,56.0
1266,5,57.0
1266,6,84.0
1267,1,91.0
1267,2,68.0
1267,3,59.0
1267,4,92.0
1267,5,66.0
1267,6,57.0
1268,1,43.0
1268,2,40.0
1268,3,89.0
1268,4,40.0
1268,5,97.0
1268,6,65.0
1269,1,84.0
1269,2,59.0
1269,3,91.0
1269,4,62.0
1269,5,49.0
1269,6,98.0
1270,1,50.0
1270,2,80.0
1270,3,80.0
1270,4,44.0
1270,5,97.0
1270,6,40.0
1271,1,56.0
1271,2,61.0
1271,3,73.0
1271,4,95.0
1271,5,84.0
1271,6,80.0
1272,1,68.0
1272,2,43.0
1272,3,44.0
1272,4,50.0
1272,5,95.0
1272,6,90.0
1273,1,60.0
1273,2,74.0
1273,3,51.0
1273,4,65.0
1273,5,90.0
1273,6,58.0
1274,1,84.0
1274,2,99.0
1274,3,46.0
1274,4,86.0
1274,5,94.0
1274,6,46.0
1275,1,65.0
1275,2,79.0
1275,3,44.0
1275,4,60.0
1275,5,53.0
1275,6,43.0
1276,1,62.0
1276,2,81.0
1276,3,59.0
1276,4,54.0
1276,5,89.0
1276,6,91.0
1277,1,84.0
1277,2,68.0
1277,3,47.0
1277,4,80.0
1277,5,87.0
1277,6,58.0
1278,1,87.0
1278,2,78.0
1278,3,85.0
1278,4,67.0
1278,5,85.0
1278,6,96.0
1279,1,66.0
1279,2,43.0
1279,3,97.0
1279,4,54.0
1279,5,74.0
1279,6,76.0
1280,1,40.0
1280,2,42.0
1280,3,86.0
1280,4,63.0
1280,5,66.0
1280,6,79.0
1281,1,75.0
1281,2,73.0
1281,3,68.0
1281,4,
1281,5,63.0
1281,6,81.0
1282,1,43.0
1282,2,42.0
1282,3,73.0
1282,4,96.0
1282,5,88.0
1282,6,62.0
1283,1,92.0
1283,2,95.0
1283,3,91.0
1283,4,62.0
1283,5,84.0
1283,6,44.0
1284,1,70.0
1284,2,92.0
1284,3,80.0
1284,4,96.0
1284,5,96.0
1284,6,99.0
1285,1,93.0
1285,2,45.0
1285,3,76.0
1285,4,96.0
1285,5,49.0
1285,6,
1286,1,46.0
1286,2,78.0
1286,3,77.0
1286,4,
1286,5,59.0
1286,6,42.0
1287,1,90.0
1287,2,61.0
1287,3,86.0
1287,4,43.0
1287,5,67.0
1287,6,51.0
1288,1,77.0
1288,2,90.0
1288,3,75.0
1288,4,86.0
1288,5,80.0
1288,6,44.0
1289,1,52.0
1289,2,62.0
1289,3,97.0
1289,4,89.0
1289,5,69.0
1289,6,76.0
1290,1,64.0
1290,2,87.0
1290,3,66.0
1290,4,90.0
1290,5,53.0
1290,6,96.0
1291,1,87.0
1291,2,98.0
1291,3,86.0
1291,4,93.0
1291,5,75.0
1291,6,78.0
1292,1,55.0
1292,2,95.0
1292,3,61.0
1292,4,60.0
1292,5,93.0
1292,6,60.0
1293,1,47.0
1293,2,88.0
1293,3,55.0
1293,4,98.0
1293,5,94.0
1293,6,70.0
1294,1,81.0
1294,2,49.0
1294,3,71.0
1294,4,98.0
1294,5,73.0
1294,6,48.0
1295,1,56.0
1295,2,50.0
1295,3,71.0
1295,4,49.0
1295,5,61.0
1295,6,96.0
1296,1,56.0
1296,2,43.0
1296,3,87.0
1296,4,91.0
1296,5,86.0
1296,6,64.0
1297,1,98.0
1297,2,60.0
1297,3,76.0
1297,4,77.0
1297,5,88.0
1297,6,40.0
1298,1,64.0
1298,2,90.0
1298,3,75.0
1298,4,56.0
1298,5,80.0
1298,6,63.0
1299,1,41.0
1299,2,79.0
1299,3,54.0
1299,4,71.0
1299,5,78.0
1299,6,98.0
1300,1,45.0
1300,2,40.0
1300,3,86.0
1300,4,62.0
1300,5,97.0
1300,6,78.0
1301,1,96.0
1301,2,56.0
1301,3,73.0
1301,4,98.0
1301,5,80.0
1301,6,68.0
1302,1,48.0
1302,2,52.0
1302,3,45.0
1302,4,45.0
1302,5,59.0
1302,6,91.0
1303,1,92.0
1303,2,42.0
1303,3,56.0
1303,4,88.0
1303,5,51.0
1303,6,87.0
1304,1,86.0
1304,2,84.0
1304,3,94.0
1304,4,40.0
1304,5,56.0
1304,6,42.0
1305,1,65.0
1305,2,54.0
1305,3,75.0
1305,4,71.0
1305,5,71.0
1305,6,43.0
1306,1,57.0
1306,2,88.0
1306,3,58.0
1306,4,82.0
1306,5,91.0
1306,6,74.0
1307,1,79.0
1307,2,53.0
1307,3,97.0
1307,4,72.0
1307,5,53.0
1307,6,73.0
1308,1,94.0
1308,2,43.0
1308,3,63.0
1308,4,98.0
1308,5,68.0
1308,6,58.0
1309,1,45.0
1309,2,96.0
1309,3,72.0
1309,4,88.0
1309,5,79.0
1309,6,58.0
1310,1,92.0
1310,2,40.0
1310,3,44.0
1310,4,66.0
1310,5,55.0
1310,6,45.0
1311,1,79.0
1311,2,52.0
1311,3,87.0
1311,4,74.0
1311,5,58.0
1311,6,51.0
1312,1,55.0
1312,2,98.0
1312,3,82.0
1312,4,49.0
1312,5,64.0
1312,6,59.0
1313,1,70.0
1313,2,43.0
1313,3,83.0
1313,4,62.0
1313,5,41.0
1313,6,95.0
1314,1,61.0
1314,2,90.0
1314,3,96.0
1314,4,76.0
1314,5,47.0
1314,6,46.0
1315,1,53.0
1315,2,95.0
1315,3,94.0
1315,4,42.0
1315,5,89.0
1315,6,55.0
1316,1,94.0
1316,2,58.0
1316,3,90.0
1316,4,57.0
1316,5,91.0
1316,6,55.0
1317,1,47.0
1317,2,99.0
1317,3,72.0
1317,4,88.0
1317,5,51.0
1317,6,92.0
1318,1,50.0
1318,2,44.0
1318,3,66.0
1318,4,51.0
1318,5,56.0
1318,6,45.0
1319,1,72.0
1319,2,44.0
1319,3,96.0
1319,4,67.0
1319,5,53.0
1319,6,44.0
1320,1,93.0
1320,2,95.0
1320,3,98.0
1320,4,72.0
1320,5,89.0
1320,6,87.0
1321,1,80.0
1321,2,58.0
1321,3,61.0
1321,4,44.0
1321,5,98.0
1321,6,41.0
1322,1,69.0
1322,2,86.0
1322,3,78.0
1322,4,43.0
1322,5,72.0
1322,6,52.0
1323,1,59.0
1323,2,300.0
1323,3,46.0
1323,4,54.0
1323,5,62.0
1323,6,53.0
1324,1,62.0
1324,2,58.0
1324,3,93.0
1324,4,68.0
1324,5,95.0
1324,6,59.0
1325,1,68.0
1325,2,63.0
1325,3,57.0
1325,4,49.0
1325,5,80.0
1325,6,96.0
1326,1,47.0
1326,2,65.0
1326,3,68.0
1326,4,49.0
1326,5,56.0
1326,6,41.0
1327,1,45.0
1327,2,97.0
1327,3,44.0
1327,4,67.0
1327,5,80.0
1327,6,44.0
1328,1,57.0
1328,2,65.0
1328,3,59.0
1328,4,80.0
1328,5,88.0
1328,6,66.0
1329,1,88.0
1329,2,51.0
1329,3,46.0
1329,4,98.0
1329,5,42.0
1329,6,49.0
1330,1,73.0
1330,2,64.0
1330,3,74.0
1330,4,55.0
1330,5,41.0
1330,6,99.0
1331,1,63.0
1331,2,49.0
1331,3,77.0
1331,4,61.0
1331,5,65.0
1331,6,82.0
1332,1,94.0
1332,2,78.0
1332,3,66.0
1332,4,68.0
1332,5,86.0
1332,6,77.0
1333,1,59.0
1333,2,66.0
1333,3,80.0
1333,4,93.0
1333,5,59.0
1333,6,83.0
1334,1,58.0
1334,2,59.0
1334,3,74.0
1334,4,86.0
1334,5,41.0
1334,6,69.0
1335,1,92.0
1335,2,73.0
1335,3,61.0
1335,4,42.0
1335,5,45.0
1335,6,54.0
1336,1,66.0
1336,2,49.0
1336,3,48.0
1336,4,72.0
1336,5,71.0
1336,6,87.0
1337,1,45.0
1337,2,80.0
1337,3,98.0
1337,4,75.0
1337,5,98.0
1337,6,99.0
1338,1,41.0
1338,2,68.0
1338,3,43.0
1338,4,40.0
1338,5,58.0
1338,6,65.0
1339,1,64.0
1339,2,49.0
1339,3,92.0
1339,4,54.0
1339,5,98.0
1339,6,61.0
1340,1,90.0
1340,2,87.0
1340,3,60.0
1340,4,98.0
1340,5,95.0
1340,6,61.0
1341,1,75.0
1341,2,73.0
1341,3,69.0
1341,4,64.0
1341,5,84.0
1341,6,67.0
1342,1,40.0
1342,2,88.0
1342,3,84.0
1342,4,43.0
1342,5,46.0
1342,6,88.0
1343,1,48.0
1343,2,75.0
1343,3,58.0
1343,4,40.0
1343,5,49.0
1343,6,75.0
1344,1,48.0
1344,2,84.0
1344,3,85.0
1344,4,81.0
1344,5,71.0
1344,6,71.0
1345,1,45.0
1345,2,87.0
1345,3,77.0
1345,4,56.0
1345,5,49.0
1345,6,89.0
1346,1,66.0
1346,2,93.0
1346,3,89.0
1346,4,74.0
1346,5,91.0
1346,6,98.0
1347,1,60.0
1347,2,64.0
1347,3,67.0
1347,4,86.0
1347,5,54.0
1347,6,43.0
1348,1,68.0
1348,2,98.0
1348,3,48.0
1348,4,
1348,5,65.0
1348,6,58.0
1349,1,95.0
1349,2,67.0
1349,3,56.0
1349,4,82.0
1349,5,96.0
1349,6,80.0
1350,1,81.0
1350,2,89.0
1350,3,59.0
1350,4,84.0
1350,5,
1350,6,78.0
1351,1,88.0
1351,2,92.0
1351,3,62.0
1351,4,86.0
1351,5,71.0
1351,6,91.0
1352,1,86.0
1352,2,72.0
1352,3,96.0
1352,4,85.0
1352,5,44.0
1352,6,82.0
1353,1,87.0
1353,2,73.0
1353,3,79.0
1353,4,50.0
1353,5,89.0
1353,6,42.0
1354,1,97.0
1354,2,72.0
1354,3,50.0
1354,4,55.0
1354,5,57.0
1354,6,69.0
1355,1,87.0
1355,2,94.0
1355,3,-50.0
1355,4,57.0
1355,5,77.0
1355,6,58.0
1356,1,75.0
1356,2,98.0
1356,3,52.0
1356,4,95.0
1356,5,85.0
1356,6,42.0
1357,1,49.0
1357,2,77.0
1357,3,40.0
1357,4,94.0
1357,5,95.0
1357,6,66.0
1358,1,85.0
1358,2,47.0
1358,3,90.0
1358,4,85.0
1358,5,81.0
1358,6,56.0
1359,1,48.0
1359,2,45.0
1359,3,82.0
1359,4,64.0
1359,5,78.0
1359,6,88.0
1360,1,99.0
1360,2,67.0
1360,3,72.0
1360,4,93.0
1360,5,76.0
1360,6,48.0
1361,1,57.0
1361,2,95.0
1361,3,98.0
1361,4,60.0
1361,5,41.0
1361,6,97.0
1362,1,82.0
1362,2,98.0
1362,3,99.0
1362,4,77.0
1362,5,97.0
1362,6,79.0
1363,1,75.0
1363,2,89.0
1363,3,99.0
1363,4,82.0
1363,5,76.0
1363,6,54.0
1364,1,67.0
1364,2,57.0
1364,3,73.0
1364,4,61.0
1364,5,50.0
1364,6,97.0
1365,1,96.0
1365,2,52.0
1365,3,43.0
1365,4,61.0
1365,5,46.0
1365,6,82.0
1366,1,93.0
1366,2,63.0
1366,3,43.0
1366,4,67.0
1366,5,54.0
1366,6,40.0
1367,1,94.0
1367,2,42.0
1367,3,53.0
1367,4,77.0
1367,5,89.0
1367,6,96.0
1368,1,40.0
1368,2,
1368,3,77.0
1368,4,60.0
1368,5,87.0
1368,6,68.0
1369,1,44.0
1369,2,88.0
1369,3,49.0
1369,4,67.0
1369,5,60.0
1369,6,89.0
1370,1,46.0
1370,2,42.0
1370,3,84.0
1370,4,86.0
1370,5,59.0
1370,6,58.0
1371,1,74.0
1371,2,43.0
1371,3,44.0
1371,4,40.0
1371,5,999.0
1371,6,51.0
1372,1,99.0
1372,2,66.0
1372,3,95.0
1372,4,81.0
1372,5,62.0
1372,6,64.0
1373,1,60.0
1373,2,97.0
1373,3,91.0
1373,4,63.0
1373,5,64.0
1373,6,84.0
1374,1,94.0
1374,2,85.0
1374,3,71.0
1374,4,94.0
1374,5,71.0
1374,6,44.0
1375,1,75.0
1375,2,85.0
1375,3,81.0
1375,4,88.0
1375,5,81.0
1375,6,97.0
1376,1,78.0
1376,2,55.0
1376,3,72.0
1376,4,88.0
1376,5,60.0
1376,6,48.0
1377,1,45.0
1377,2,90.0
1377,3,84.0
1377,4,74.0
1377,5,78.0
1377,6,61.0
1378,1,80.0
1378,2,93.0
1378,3,44.0
1378,4,81.0
1378,5,62.0
1378,6,56.0
1379,1,51.0
1379,2,62.0
1379,3,55.0
1379,4,42.0
1379,5,69.0
1379,6,96.0
1380,1,61.0
1380,2,48.0
1380,3,68.0
1380,4,86.0
1380,5,76.0
1380,6,62.0
1381,1,52.0
1381,2,71.0
1381,3,85.0
1381,4,91.0
1381,5,86.0
1381,6,87.0
1382,1,62.0
1382,2,84.0
1382,3,56.0
1382,4,94.0
1382,5,79.0
1382,6,60.0
1383,1,41.0
1383,2,76.0
1383,3,45.0
1383,4,83.0
1383,5,57.0
1383,6,69.0
1384,1,61.0
1384,2,93.0
1384,3,72.0
1384,4,69.0
1384,5,56.0
1384,6,82.0
1385,1,71.0
1385,2,81.0
1385,3,90.0
1385,4,53.0
1385,5,97.0
1385,6,49.0
1386,1,86.0
1386,2,99.0
1386,3,90.0
1386,4,75.0
1386,5,73.0
1386,6,48.0
1387,1,81.0
1387,2,67.0
1387,3,50.0
1387,4,53.0
1387,5,78.0
1387,6,94.0
1388,1,86.0
1388,2,93.0
1388,3,58.0
1388,4,93.0
1388,5,54.0
1388,6,67.0
1389,1,63.0
1389,2,47.0
1389,3,82.0
1389,4,48.0
1389,5,86.0
1389,6,72.0
1390,1,72.0
1390,2,58.0
1390,3,42.0
1390,4,49.0
1390,5,79.0
1390,6,86.0
1391,1,81.0
1391,2,40.0
1391,3,68.0
1391,4,89.0
1391,5,73.0
1391,6,90.0
1392,1,52.0
1392,2,93.0
1392,3,40.0
1392,4,73.0
1392,5,68.0
1392,6,87.0
1393,1,86.0
1393,2,52.0
1393,3,87.0
1393,4,88.0
1393,5,92.0
1393,6,68.0
1394,1,78.0
1394,2,63.0
1394,3,65.0
1394,4,56.0
1394,5,46.0
1394,6,52.0
1395,1,44.0
1395,2,65.0
1395,3,88.0
1395,4,42.0
1395,5,46.0
1395,6,97.0
1396,1,88.0
1396,2,78.0
1396,3,92.0
1396,4,40.0
1396,5,88.0
1396,6,56.0
1397,1,82.0
1397,2,64.0
1397,3,98.0
1397,4,42.0
1397,5,54.0
1397,6,68.0
1398,1,92.0
1398,2,82.0
1398,3,71.0
1398,4,65.0
1398,5,99.0
1398,6,55.0
1399,1,64.0
1399,2,93.0
1399,3,67.0
1399,4,48.0
1399,5,95.0
1399,6,95.0
1400,1,40.0
1400,2,68.0
1400,3,96.0
1400,4,61.0
1400,5,55.0
1400,6,80.0
1401,1,90.0
1401,2,83.0
1401,3,90.0
1401,4,93.0
1401,5,80.0
1401,6,46.0
1402,1,53.0
1402,2,68.0
1402,3,58.0
1402,4,58.0
1402,5,41.0
1402,6,80.0
1403,1,84.0
1403,2,54.0
1403,3,42.0
1403,4,50.0
1403,5,92.0
1403,6,85.0
1404,1,69.0
1404,2,96.0
1404,3,79.0
1404,4,57.0
1404,5,90.0
1404,6,87.0
1405,1,41.0
1405,2,71.0
1405,3,47.0
1405,4,61.0
1405,5,45.0
1405,6,51.0
1406,1,86.0
1406,2,96.0
1406,3,79.0
1406,4,75.0
1406,5,54.0
1406,6,67.0
1407,1,91.0
1407,2,
1407,3,88.0
1407,4,84.0
1407,5,57.0
1407,6,41.0
1408,1,52.0
1408,2,84.0
1408,3,93.0
1408,4,54.0
1408,5,59.0
1408,6,68.0
1409,1,98.0
1409,2,81.0
1409,3,68.0
1409,4,42.0
1409,5,58.0
1409,6,42.0
1410,1,93.0
1410,2,53.0
1410,3,79.0
1410,4,98.0
1410,5,94.0
1410,6,43.0
1411,1,98.0
1411,2,99.0
1411,3,91.0
1411,4,50.0
1411,5,97.0
1411,6,70.0
1412,1,82.0
1412,2,71.0
1412,3,66.0
1412,4,69.0
1412,5,82.0
1412,6,41.0
1413,1,88.0
1413,2,48.0
1413,3,67.0
1413,4,70.0
1413,5,99.0
1413,6,73.0
1414,1,95.0
1414,2,54.0
1414,3,87.0
1414,4,64.0
1414,5,75.0
1414,6,47.0
1415,1,48.0
1415,2,97.0
1415,3,97.0
1415,4,76.0
1415,5,87.0
1415,6,84.0
1416,1,78.0
1416,2,71.0
1416,3,97.0
1416,4,91.0
1416,5,56.0
1416,6,74.0
1417,1,76.0
1417,2,58.0
1417,3,83.0
1417,4,68.0
1417,5,98.0
1417,6,46.0
1418,1,67.0
1418,2,48.0
1418,3,67.0
1418,4,45.0
1418,5,68.0
1418,6,97.0
1419,1,56.0
1419,2,55.0
1419,3,62.0
1419,4,70.0
1419,5,42.0
1419,6,60.0
1420,1,65.0
1420,2,75.0
1420,3,81.0
1420,4,76.0
1420,5,92.0
1420,6,61.0
1421,1,81.0
1421,2,51.0
1421,3,81.0
1421,4,52.0
1421,5,50.0
1421,6,93.0
1422,1,55.0
1422,2,47.0
1422,3,79.0
1422,4,98.0
1422,5,96.0
1422,6,79.0
1423,1,84.0
1423,2,98.0
1423,3,41.0
1423,4,69.0
1423,5,69.0
1423,6,51.0
1424,1,49.0
1424,2,83.0
1424,3,50.0
1424,4,54.0
1424,5,55.0
1424,6,56.0
1425,1,65.0
1425,2,41.0
1425,3,89.0
1425,4,51.0
1425,5,90.0
1425,6,65.0
1426,1,62.0
1426,2,57.0
1426,3,71.0
1426,4,88.0
1426,5,77.0
1426,6,96.0
1427,1,86.0
1427,2,42.0
1427,3,77.0
1427,4,42.0
1427,5,69.0
1427,6,40.0
1428,1,69.0
1428,2,84.0
1428,3,71.0
1428,4,67.0
1428,5,60.0
1428,6,97.0
1429,1,85.0
1429,2,52.0
1429,3,66.0
1429,4,75.0
1429,5,46.0
1429,6,61.0
1430,1,49.0
1430,2,78.0
1430,3,92.0
1430,4,54.0
1430,5,54.0
1430,6,43.0
1431,1,71.0
1431,2,62.0
1431,3,94.0
1431,4,45.0
1431,5,63.0
1431,6,59.0
1432,1,97.0
1432,2,76.0
1432,3,59.0
1432,4,51.0
1432,5,72.0
1432,6,67.0
1433,1,47.0
1433,2,40.0
1433,3,76.0
1433,4,61.0
1433,5,45.0
1433,6,60.0
1434,1,71.0
1434,2,74.0
1434,3,54.0
1434,4,44.0
1434,5,99.0
1434,6,95.0
1435,1,85.0
1435,2,89.0
1435,3,87.0
1435,4,45.0
1435,5,64.0
1435,6,95.0
1436,1,85.0
1436,2,98.0
1436,3,95.0
1436,4,79.0
1436,5,68.0
1436,6,46.0
1437,1,79.0
1437,2,52.0
1437,3,77.0
1437,4,57.0
1437,5,41.0
1437,6,47.0
1438,1,50.0
1438,2,72.0
1438,3,93.0
1438,4,77.0
1438,5,87.0
1438,6,66.0
1439,1,59.0
1439,2,51.0
1439,3,82.0
1439,4,70.0
1439,5,66.0
1439,6,71.0
1440,1,49.0
1440,2,42.0
1440,3,84.0
1440,4,66.0
1440,5,74.0
1440,6,70.0
1441,1,54.0
1441,2,55.0
1441,3,52.0
1441,4,88.0
1441,5,74.0
1441,6,91.0
1442,1,50.0
1442,2,98.0
1442,3,60.0
1442,4,90.0
1442,5,93.0
1442,6,50.0
1443,1,69.0
1443,2,99.0
1443,3,87.0
1443,4,92.0
1443,5,74.0
1443,6,61.0
1444,1,77.0
1444,2,70.0
1444,3,53.0
1444,4,63.0
1444,5,89.0
1444,6,88.0
1445,1,71.0
1445,2,75.0
1445,3,71.0
1445,4,94.0
1445,5,54.0
1445,6,82.0
1446,1,97.0
1446,2,74.0
1446,3,42.0
1446,4,55.0
1446,5,44.0
1446,6,60.0
1447,1,49.0
1447,2,58.0
1447,3,64.0
1447,4,43.0
1447,5,68.0
1447,6,58.0
1448,1,82.0
1448,2,41.0
1448,3,49.0
1448,4,82.0
1448,5,64.0
1448,6,59.0
1449,1,87.0
1449,2,58.0
1449,3,62.0
1449,4,63.0
1449,5,50.0
1449,6,85.0
1450,1,73.0
1450,2,94.0
1450,3,67.0
1450,4,44.0
1450,5,98.0
1450,6,44.0
1451,1,90.0
1451,2,60.0
1451,3,51.0
1451,4,89.0
1451,5,43.0
1451,6,93.0
1452,1,88.0
1452,2,81.0
1452,3,59.0
1452,4,77.0
1452,5,64.0
1452,6,53.0
1453,1,50.0
1453,2,71.0
1453,3,50.0
1453,4,57.0
1453,5,66.0
1453,6,94.0
1454,1,93.0
1454,2,57.0
1454,3,95.0
1454,4,62.0
1454,5,50.0
1454,6,60.0
1455,1,83.0
1455,2,44.0
1455,3,62.0
1455,4,80.0
1455,5,98.0
1455,6,64.0
1456,1,80.0
1456,2,93.0
1456,3,49.0
1456,4,61.0
1456,5,58.0
1456,6,40.0
1457,1,46.0
1457,2,43.0
1457,3,40.0
1457,4,54.0
1457,5,79.0
1457,6,51.0
1458,1,61.0
1458,2,61.0
1458,3,89.0
1458,4,86.0
1458,5,56.0
1458,6,68.0
1459,1,85.0
1459,2,53.0
1459,3,89.0
1459,4,59.0
1459,5,89.0
1459,6,87.0
1460,1,72.0
1460,2,94.0
1460,3,98.0
1460,4,82.0
1460,5,54.0
1460,6,51.0
1461,1,79.0
1461,2,93.0
1461,3,59.0
1461,4,69.0
1461,5,77.0
1461,6,42.0
1462,1,67.0
1462,2,95.0
1462,3,65.0
1462,4,69.0
1462,5,52.0
1462,6,52.0
1463,1,41.0
1463,2,76.0
1463,3,88.0
1463,4,77.0
1463,5,41.0
1463,6,75.0
1464,1,93.0
1464,2,65.0
1464,3,50.0
1464,4,47.0
1464,5,83.0
1464,6,79.0
1465,1,82.0
1465,2,61.0
1465,3,59.0
1465,4,47.0
1465,5,68.0
1465,6,79.0
1466,1,65.0
1466,2,69.0
1466,3,56.0
1466,4,59.0
1466,5,91.0
1466,6,94.0
1467,1,55.0
1467,2,85.0
1467,3,82.0
1467,4,46.0
1467,5,55.0
1467,6,84.0
1468,1,98.0
1468,2,86.0
1468,3,95.0
1468,4,87.0
1468,5,66.0
1468,6,92.0
1469,1,62.0
1469,2,63.0
1469,3,48.0
1469,4,74.0
1469,5,90.0
1469,6,59.0
1470,1,76.0
1470,2,81.0
1470,3,56.0
1470,4,86.0
1470,5,70.0
1470,6,94.0
1471,1,96.0
1471,2,47.0
1471,3,54.0
1471,4,70.0
1471,5,92.0
1471,6,69.0
1472,1,85.0
1472,2,59.0
1472,3,99.0
1472,4,78.0
1472,5,92.0
1472,6,94.0
1473,1,51.0
1473,2,88.0
1473,3,56.0
1473,4,81.0
1473,5,69.0
1473,6,68.0
1474,1,58.0
1474,2,85.0
1474,3,50.0
1474,4,73.0
1474,5,89.0
1474,6,46.0
1475,1,83.0
1475,2,97.0
1475,3,73.0
1475,4,98.0
1475,5,59.0
1475,6,89.0
1476,1,77.0
1476,2,63.0
1476,3,49.0
1476,4,71.0
1476,5,91.0
1476,6,54.0
1477,1,76.0
1477,2,59.0
1477,3,42.0
1477,4,76.0
1477,5,96.0
1477,6,79.0
1478,1,47.0
1478,2,79.0
1478,3,83.0
1478,4,95.0
1478,5,62.0
1478,6,79.0
1479,1,50.0
1479,2,85.0
1479,3,47.0
1479,4,68.0
1479,5,69.0
1479,6,95.0
1480,1,99.0
1480,2,49.0
1480,3,78.0
1480,4,67.0
1480,5,88.0
1480,6,75.0
1481,1,52.0
1481,2,71.0
1481,3,75.0
1481,4,76.0
1481,5,65.0
1481,6,61.0
1482,1,43.0
1482,2,70.0
1482,3,57.0
1482,4,77.0
1482,5,63.0
1482,6,95.0
1483,1,62.0
1483,2,61.0
1483,3,41.0
1483,4,70.0
1483,5,94.0
1483,6,50.0
1484,1,67.0
1484,2,85.0
1484,3,71.0
1484,4,44.0
1484,5,77.0
1484,6,49.0
1485,1,79.0
1485,2,85.0
1485,3,63.0
1485,4,74.0
1485,5,83.0
1485,6,87.0
1486,1,99.0
1486,2,62.0
1486,3,56.0
1486,4,40.0
1486,5,94.0
1486,6,70.0
1487,1,70.0
1487,2,81.0
1487,3,96.0
1487,4,94.0
1487,5,81.0
1487,6,92.0
1488,1,95.0
1488,2,73.0
1488,3,48.0
1488,4,61.0
1488,5,52.0
1488,6,64.0
1489,1,87.0
1489,2,57.0
1489,3,90.0
1489,4,51.0
1489,5,79.0
1489,6,56.0
1490,1,54.0
1490,2,81.0
1490,3,54.0
1490,4,54.0
1490,5,94.0
1490,6,78.0
1491,1,52.0
1491,2,56.0
1491,3,71.0
1491,4,48.0
1491,5,79.0
1491,6,59.0
1492,1,65.0
1492,2,66.0
1492,3,60.0
1492,4,57.0
1492,5,52.0
1492,6,55.0
1493,1,48.0
1493,2,51.0
1493,3,83.0
1493,4,77.0
1493,5,58.0
1493,6,99.0
1494,1,46.0
1494,2,96.0
1494,3,74.0
1494,4,87.0
1494,5,57.0
1494,6,55.0
1495,1,94.0
1495,2,78.0
1495,3,43.0
1495,4,98.0
1495,5,64.0
1495,6,71.0
1496,1,79.0
1496,2,52.0
1496,3,84.0
1496,4,56.0
1496,5,88.0
1496,6,76.0
1497,1,45.0
1497,2,58.0
1497,3,52.0
1497,4,96.0
1497,5,99.0
1497,6,65.0
1498,1,53.0
1498,2,70.0
1498,3,93.0
1498,4,43.0
1498,5,99.0
1498,6,78.0
1499,1,47.0
1499,2,64.0
1499,3,52.0
1499,4,71.0
1499,5,98.0
1499,6,77.0
1500,1,77.0
1500,2,95.0
1500,3,67.0
1500,4,92.0
1500,5,69.0
1500,6,42.0
1501,1,67.0
1501,2,42.0
1501,3,84.0
1501,4,93.0
1501,5,
1501,6,55.0
1502,1,61.0
1502,2,71.0
1502,3,77.0
1502,4,47.0
1502,5,94.0
1502,6,47.0
1503,1,96.0
1503,2,45.0
1503,3,53.0
1503,4,71.0
1503,5,74.0
1503,6,49.0
1504,1,42.0
1504,2,98.0
1504,3,51.0
1504,4,88.0
1504,5,98.0
1504,6,70.0
1505,1,68.0
1505,2,44.0
1505,3,91.0
1505,4,64.0
1505,5,80.0
1505,6,70.0
1506,1,60.0
1506,2,97.0
1506,3,59.0
1506,4,78.0
1506,5,61.0
1506,6,43.0
1507,1,52.0
1507,2,84.0
1507,3,81.0
1507,4,89.0
1507,5,88.0
1507,6,59.0
1508,1,91.0
1508,2,52.0
1508,3,56.0
1508,4,93.0
1508,5,75.0
1508,6,72.0
1509,1,40.0
1509,2,54.0
1509,3,52.0
1509,4,56.0
1509,5,63.0
1509,6,97.0
1510,1,47.0
1510,2,89.0
1510,3,66.0
1510,4,84.0
1510,5,62.0
1510,6,85.0
1511,1,47.0
1511,2,47.0
1511,3,98.0
1511,4,65.0
1511,5,86.0
1511,6,98.0
1512,1,52.0
1512,2,78.0
1512,3,76.0
1512,4,88.0
1512,5,67.0
1512,6,64.0
1513,1,55.0
1513,2,94.0
1513,3,41.0
1513,4,93.0
1513,5,57.0
1513,6,56.0
1514,1,69.0
1514,2,78.0
1514,3,52.0
1514,4,71.0
1514,5,89.0
1514,6,68.0
1515,1,85.0
1515,2,69.0
1515,3,57.0
1515,4,52.0
1515,5,82.0
1515,6,60.0
1516,1,69.0
1516,2,60.0
1516,3,87.0
1516,4,94.0
1516,5,56.0
1516,6,79.0
1517,1,58.0
1517,2,91.0
1517,3,54.0
1517,4,48.0
1517,5,91.0
1517,6,49.0
1518,1,83.0
1518,2,70.0
1518,3,92.0
1518,4,
1518,5,91.0
1518,6,69.0
1519,1,72.0
1519,2,96.0
